Edad,Estrato,Carrera,Genero,Coctel_ID,Calificacion
24,6,medicina,femenino,11961,4
23,1,arquitectura,femenino,12820,5
18,4,administracion,masculino,12776,1
19,1,derecho,masculino,178316,4
20,6,administracion,masculino,11288,3
18,4,medicina,masculino,13058,5
24,6,arquitectura,masculino,17824,4
25,2,administracion,femenino,11408,3
28,3,ingenieria,masculino,17201,5
20,2,diseño,masculino,16967,5
22,3,arquitectura,masculino,11005,3
28,3,medicina,masculino,178367,5
28,5,ingenieria,masculino,11965,4
19,2,administracion,masculino,14978,4
21,3,medicina,femenino,17228,5
23,1,medicina,femenino,11666,5
28,5,arquitectura,masculino,14842,3
29,6,administracion,femenino,17044,5
22,1,arquitectura,masculino,17829,4
29,5,administracion,masculino,11106,3
24,2,administracion,femenino,11415,4
26,3,ingenieria,masculino,17250,4
23,4,sistemas,masculino,178359,4
20,5,arquitectura,masculino,11524,4
30,6,administracion,masculino,13775,5
26,1,diseño,femenino,12196,4
18,6,arquitectura,femenino,11009,1
21,4,administracion,masculino,12089,5
25,5,sistemas,femenino,13198,5
29,3,arquitectura,femenino,15801,3
22,4,sistemas,femenino,11021,3
18,1,ingenieria,femenino,12460,4
24,6,sistemas,masculino,178354,1
23,5,derecho,masculino,12130,4
27,3,derecho,masculino,12444,3
19,2,arquitectura,femenino,17835,2
26,1,derecho,masculino,17839,3
29,6,diseño,femenino,13024,3
28,4,arquitectura,femenino,13539,5
19,2,ingenieria,masculino,15254,4
29,1,medicina,masculino,14181,4
21,1,derecho,masculino,15403,5
18,2,derecho,femenino,15933,2
26,2,diseño,masculino,11415,3
28,2,administracion,femenino,11368,4
27,1,sistemas,femenino,178346,4
25,4,administracion,femenino,13198,4
28,3,ingenieria,masculino,14195,3
24,1,arquitectura,masculino,17825,1
24,3,diseño,femenino,17194,4
20,4,arquitectura,masculino,11872,4
27,2,diseño,femenino,12452,5
18,5,medicina,femenino,11338,4
18,5,ingenieria,masculino,13222,5
28,3,medicina,masculino,17254,4
28,6,arquitectura,masculino,14956,5
24,3,sistemas,masculino,16985,5
28,3,arquitectura,femenino,178354,4
20,5,sistemas,femenino,11320,3
28,4,medicina,femenino,12402,5
27,5,ingenieria,masculino,13192,3
22,4,ingenieria,femenino,15427,3
22,3,arquitectura,femenino,11382,5
19,4,administracion,femenino,11872,4
22,6,medicina,masculino,17255,1
20,5,derecho,masculino,16158,5
19,4,derecho,femenino,178354,5
20,1,derecho,masculino,12420,4
20,6,administracion,masculino,13501,1
28,5,diseño,femenino,12714,1
26,2,medicina,masculino,12528,5
24,5,ingenieria,masculino,17189,4
24,5,administracion,masculino,11324,2
21,3,ingenieria,masculino,17828,5
27,5,arquitectura,femenino,13214,5
18,6,ingenieria,femenino,15266,4
26,5,administracion,femenino,11670,2
19,4,ingenieria,masculino,16275,1
29,3,diseño,femenino,11408,5
20,6,sistemas,femenino,12784,3
24,1,arquitectura,femenino,15639,2
28,1,derecho,femenino,12436,1
28,6,ingenieria,femenino,11004,5
25,4,medicina,femenino,17833,2
26,6,ingenieria,femenino,17196,5
21,6,arquitectura,femenino,11965,3
28,3,derecho,femenino,17255,4
30,6,arquitectura,femenino,15941,5
27,6,sistemas,femenino,178334,4
19,6,sistemas,masculino,178354,5
30,1,ingenieria,masculino,12756,3
22,1,sistemas,femenino,178343,4
26,1,sistemas,femenino,13020,3
21,4,arquitectura,masculino,14602,1
26,1,arquitectura,masculino,15761,3
26,4,arquitectura,masculino,14594,5
22,4,diseño,femenino,11375,5
19,1,arquitectura,femenino,12107,1
30,4,arquitectura,masculino,16991,3
18,2,derecho,masculino,17824,5
26,5,arquitectura,masculino,12668,4
26,2,sistemas,femenino,11462,1
18,1,arquitectura,masculino,11666,4
23,5,administracion,femenino,11060,1
29,1,ingenieria,masculino,12388,5
18,5,administracion,femenino,17181,4
26,6,administracion,femenino,11408,4
22,5,administracion,masculino,16995,4
20,2,ingenieria,femenino,12091,5
29,2,derecho,femenino,17006,2
19,4,arquitectura,masculino,178371,1
18,2,arquitectura,femenino,11989,5
24,6,medicina,masculino,12572,1
20,4,derecho,femenino,11872,1
18,3,ingenieria,masculino,12420,5
27,6,sistemas,masculino,11129,4
28,5,ingenieria,femenino,16995,1
26,3,diseño,femenino,12630,2
28,5,administracion,femenino,13190,3
20,2,derecho,masculino,178310,4
22,1,medicina,masculino,17180,3
23,1,administracion,masculino,11419,5
27,1,medicina,femenino,17210,4
29,3,arquitectura,femenino,15092,4
19,5,medicina,femenino,17182,4
22,2,administracion,femenino,11462,3
28,4,derecho,femenino,17114,5
23,1,sistemas,femenino,178359,5
22,6,arquitectura,femenino,11060,5
24,2,arquitectura,femenino,178359,5
23,2,ingenieria,femenino,12256,2
29,2,administracion,masculino,17210,1
21,5,administracion,femenino,15997,4
21,1,administracion,masculino,11410,5
21,5,ingenieria,femenino,178357,5
27,4,diseño,masculino,12856,5
23,6,medicina,masculino,16963,1
18,2,arquitectura,masculino,11602,5
25,4,derecho,masculino,11566,3
21,1,sistemas,masculino,13194,4
25,5,sistemas,masculino,17108,4
27,5,derecho,femenino,15182,5
24,6,administracion,masculino,17207,5
18,1,diseño,masculino,14181,5
26,2,administracion,femenino,13190,5
28,4,arquitectura,masculino,17225,3
27,6,administracion,femenino,17835,1
25,2,administracion,femenino,178367,5
24,6,ingenieria,masculino,14195,5
21,6,medicina,masculino,178359,2
23,1,diseño,masculino,17180,4
28,3,arquitectura,femenino,11604,5
28,4,diseño,masculino,178352,5
21,5,diseño,femenino,14482,4
19,1,ingenieria,masculino,17255,4
20,1,medicina,femenino,12418,2
27,3,medicina,masculino,12158,1
19,3,diseño,femenino,12674,1
21,5,administracion,masculino,11375,1
30,3,administracion,masculino,11415,2
19,1,medicina,masculino,13775,4
24,4,arquitectura,masculino,12528,5
30,5,sistemas,femenino,12670,5
27,6,medicina,masculino,11666,4
18,5,medicina,femenino,11387,4
26,4,ingenieria,masculino,11326,2
23,4,sistemas,femenino,11422,3
19,1,diseño,femenino,12690,5
26,1,derecho,femenino,11983,5
24,2,sistemas,masculino,17015,1
24,2,arquitectura,femenino,17180,4
19,2,sistemas,masculino,12694,3
24,2,derecho,masculino,12706,1
20,1,ingenieria,masculino,12572,4
21,4,medicina,masculino,12910,3
18,5,arquitectura,masculino,12670,4
21,2,ingenieria,femenino,11324,3
25,4,arquitectura,femenino,12670,1
24,2,derecho,masculino,14752,3
28,6,medicina,masculino,17228,4
22,2,medicina,masculino,17208,5
24,3,ingenieria,masculino,12630,5
23,2,arquitectura,femenino,178370,5
28,4,ingenieria,masculino,11129,5
22,4,arquitectura,masculino,16485,5
22,5,diseño,masculino,13020,4
19,6,medicina,femenino,12436,2
18,3,sistemas,masculino,17213,2
22,5,arquitectura,masculino,16984,5
23,4,arquitectura,femenino,17245,3
23,5,arquitectura,masculino,13222,3
19,6,medicina,femenino,12692,3
29,6,arquitectura,masculino,15841,4
26,1,diseño,masculino,17176,4
22,5,sistemas,femenino,15933,3
27,4,sistemas,masculino,13194,3
19,3,arquitectura,femenino,12734,3
20,1,medicina,masculino,17239,4
20,4,arquitectura,femenino,17248,4
27,6,medicina,femenino,14446,1
27,4,arquitectura,femenino,11991,4
26,1,diseño,femenino,13128,3
27,4,derecho,masculino,178309,5
21,1,medicina,femenino,12474,1
20,1,sistemas,masculino,16031,2
29,1,administracion,masculino,178346,5
25,2,derecho,masculino,11983,5
27,1,derecho,masculino,12800,5
20,5,administracion,femenino,12196,1
22,4,medicina,femenino,14466,3
21,6,medicina,femenino,17839,3
24,4,ingenieria,femenino,178348,5
29,6,sistemas,femenino,12758,5
22,4,sistemas,masculino,178330,4
23,3,sistemas,masculino,14888,4
24,3,arquitectura,masculino,178352,5
18,2,diseño,masculino,17208,5
19,3,diseño,femenino,11288,5
29,6,sistemas,masculino,12916,4
24,3,diseño,femenino,13194,4
18,5,derecho,masculino,11008,3
28,6,derecho,masculino,12720,5
27,6,sistemas,femenino,13214,4
22,1,derecho,femenino,15006,1
22,2,ingenieria,femenino,178315,4
21,6,medicina,femenino,11391,5
26,2,derecho,femenino,14602,2
23,6,medicina,femenino,11222,5
30,4,administracion,femenino,14482,4
29,1,medicina,femenino,11965,5
19,3,sistemas,femenino,11060,4
19,1,arquitectura,femenino,11989,4
28,1,derecho,masculino,178309,2
20,1,arquitectura,femenino,12190,4
23,6,diseño,masculino,178370,2
27,3,arquitectura,masculino,17186,5
25,1,diseño,masculino,13206,5
30,1,administracion,masculino,15691,5
19,3,arquitectura,femenino,11106,3
30,6,medicina,femenino,11602,5
24,1,ingenieria,masculino,178343,4
18,4,administracion,femenino,17188,4
20,1,medicina,femenino,12752,3
25,2,medicina,masculino,14888,3
21,3,diseño,masculino,13072,4
18,5,medicina,masculino,11600,2
19,2,ingenieria,femenino,11382,3
29,1,diseño,femenino,17230,3
23,2,arquitectura,femenino,17839,4
28,3,derecho,masculino,12444,4
28,5,arquitectura,masculino,13535,4
18,1,diseño,femenino,178338,5
25,6,ingenieria,masculino,11476,4
22,5,sistemas,masculino,13936,5
25,4,derecho,femenino,12188,3
22,4,ingenieria,femenino,17836,5
25,2,administracion,masculino,11326,3
30,2,arquitectura,masculino,11602,1
25,6,ingenieria,femenino,11408,3
23,3,ingenieria,femenino,13621,3
20,3,derecho,masculino,17253,5
24,5,diseño,femenino,12916,4
26,4,diseño,femenino,17181,2
23,1,arquitectura,masculino,11670,3
19,2,ingenieria,masculino,12362,3
29,4,arquitectura,femenino,11387,5
27,2,administracion,femenino,12162,2
30,2,derecho,masculino,17835,3
26,4,diseño,masculino,17267,5
26,2,derecho,masculino,13202,3
29,4,arquitectura,masculino,11985,4
20,6,sistemas,masculino,178357,5
19,4,ingenieria,femenino,12988,5
25,3,sistemas,masculino,17209,4
23,2,medicina,masculino,12370,5
23,3,derecho,femenino,15801,4
29,2,derecho,femenino,13214,5
19,2,diseño,masculino,15511,1
28,6,ingenieria,masculino,17225,3
28,5,sistemas,masculino,11000,4
29,2,sistemas,femenino,11987,5
26,3,derecho,femenino,12089,5
24,2,ingenieria,femenino,17835,4
25,1,sistemas,masculino,14688,5
27,3,administracion,masculino,14466,4
18,3,administracion,femenino,17249,4
24,4,administracion,femenino,11798,3
18,1,medicina,femenino,15226,3
23,4,diseño,masculino,17207,5
24,2,administracion,femenino,13024,5
24,1,derecho,masculino,178352,3
27,6,medicina,masculino,12560,5
29,6,derecho,masculino,11433,3
24,2,medicina,femenino,14730,4
25,4,derecho,femenino,11558,4
24,3,administracion,masculino,11106,5
18,5,medicina,femenino,11424,5
23,2,sistemas,femenino,11008,5
29,4,arquitectura,masculino,11382,5
26,4,ingenieria,masculino,13837,4
19,2,ingenieria,femenino,12774,1
23,2,sistemas,masculino,12572,4
28,5,sistemas,femenino,16967,5
27,2,ingenieria,masculino,12093,4
22,1,sistemas,masculino,12736,1
25,4,sistemas,masculino,14157,1
29,5,derecho,masculino,12067,4
23,6,ingenieria,masculino,12756,5
21,3,diseño,femenino,12766,2
19,1,sistemas,femenino,178341,5
19,5,ingenieria,femenino,15997,3
21,6,administracion,femenino,11410,4
20,1,derecho,femenino,17217,3
26,3,derecho,femenino,12916,2
24,2,medicina,femenino,11251,3
28,3,diseño,masculino,11014,1
25,5,administracion,masculino,11046,3
30,3,diseño,femenino,17044,5
28,2,administracion,masculino,11239,2
29,1,administracion,masculino,17828,5
20,5,ingenieria,femenino,11528,3
20,5,arquitectura,masculino,17249,1
30,1,ingenieria,masculino,11542,4
24,4,arquitectura,femenino,17225,3
21,1,diseño,masculino,12436,4
19,5,arquitectura,femenino,11149,1
22,1,medicina,femenino,16041,3
19,1,medicina,femenino,11339,4
28,4,arquitectura,femenino,12442,4
19,1,sistemas,femenino,12388,3
18,4,derecho,femenino,178309,2
26,6,derecho,masculino,13072,4
20,6,arquitectura,masculino,178343,3
29,5,sistemas,masculino,17837,4
19,1,administracion,masculino,13192,3
22,2,ingenieria,femenino,13162,5
27,1,ingenieria,masculino,14095,3
29,4,ingenieria,masculino,12916,5
20,2,diseño,femenino,12308,3
20,1,derecho,femenino,12158,2
23,1,arquitectura,masculino,11120,3
27,5,arquitectura,femenino,12698,2
25,1,sistemas,masculino,17108,5
23,2,ingenieria,femenino,11983,5
29,5,sistemas,masculino,14782,1
23,3,derecho,masculino,15403,4
30,5,administracion,femenino,16942,5
20,5,derecho,masculino,178345,2
22,1,diseño,masculino,178363,5
19,6,medicina,femenino,17222,4
28,6,administracion,masculino,12668,5
27,4,sistemas,masculino,14688,3
19,4,diseño,masculino,17182,3
27,6,arquitectura,femenino,11690,3
24,1,medicina,femenino,14095,5
24,2,medicina,masculino,11021,4
28,1,derecho,femenino,16273,4
24,5,diseño,masculino,12190,1
22,3,sistemas,masculino,17198,5
18,1,diseño,masculino,17182,3
30,1,derecho,femenino,12690,3
25,6,administracion,femenino,17194,5
26,1,ingenieria,femenino,15825,4
21,6,arquitectura,masculino,13200,5
30,1,derecho,masculino,11149,4
22,2,administracion,masculino,17211,4
26,4,sistemas,masculino,16990,5
24,6,diseño,masculino,17204,2
24,6,derecho,masculino,12774,5
30,4,derecho,masculino,11420,2
26,1,administracion,masculino,12093,5
23,3,ingenieria,femenino,15092,4
23,2,administracion,femenino,11664,5
25,4,medicina,masculino,17256,4
26,3,ingenieria,femenino,178333,3
23,3,administracion,femenino,13214,4
29,2,medicina,masculino,17837,5
30,2,administracion,masculino,11320,4
29,2,ingenieria,femenino,12089,5
18,5,medicina,masculino,17207,5
22,5,sistemas,masculino,12914,5
24,5,arquitectura,masculino,12688,5
25,6,sistemas,masculino,178366,4
25,1,medicina,femenino,15997,3
27,2,sistemas,masculino,11524,5
27,3,ingenieria,masculino,16951,3
23,5,sistemas,masculino,17035,4
18,5,administracion,masculino,17222,4
30,1,ingenieria,masculino,17201,5
19,6,administracion,femenino,17256,2
18,2,sistemas,masculino,15515,4
25,5,administracion,masculino,14688,1
20,3,diseño,masculino,14688,3
23,4,derecho,femenino,13024,1
22,4,administracion,masculino,11224,4
19,6,arquitectura,femenino,15026,3
19,5,derecho,femenino,15184,1
30,4,arquitectura,femenino,13192,1
18,4,medicina,femenino,11993,4
30,2,medicina,masculino,13024,1
21,4,arquitectura,masculino,12670,4
26,5,derecho,femenino,12752,4
26,5,diseño,masculino,17222,5
23,4,sistemas,femenino,12446,5
26,6,administracion,masculino,12089,4
23,1,arquitectura,femenino,11524,5
30,4,medicina,femenino,12158,5
20,4,arquitectura,femenino,12768,4
24,1,diseño,masculino,17839,4
23,2,administracion,femenino,16963,3
30,3,diseño,masculino,17212,4
19,4,diseño,femenino,11528,1
24,4,ingenieria,masculino,12800,5
20,6,medicina,femenino,11255,4
26,1,diseño,masculino,17196,5
28,3,ingenieria,femenino,14752,2
24,1,derecho,masculino,14157,3
22,3,ingenieria,masculino,11872,2
29,5,sistemas,masculino,17205,5
25,6,derecho,femenino,13204,4
29,4,arquitectura,femenino,13775,5
29,4,administracion,masculino,11390,2
30,5,derecho,masculino,13128,1
29,2,ingenieria,femenino,17178,5
21,5,sistemas,masculino,16986,1
22,1,administracion,femenino,17212,4
21,2,administracion,femenino,14730,1
20,4,administracion,masculino,17211,1
23,4,medicina,femenino,12618,2
18,5,administracion,femenino,178371,5
19,2,sistemas,femenino,12418,5
19,6,medicina,masculino,17189,1
22,1,derecho,masculino,12071,5
26,2,diseño,femenino,178334,3
21,1,diseño,masculino,17249,5
23,2,diseño,masculino,178352,3
22,2,diseño,femenino,12420,3
28,5,arquitectura,masculino,17826,2
28,2,administracion,femenino,12704,2
29,6,arquitectura,femenino,11000,1
27,5,medicina,femenino,178333,5
25,3,medicina,masculino,17829,5
27,3,sistemas,femenino,17182,4
18,4,sistemas,masculino,15639,4
20,5,sistemas,femenino,12630,1
25,2,sistemas,masculino,11991,3
20,1,diseño,femenino,13837,2
24,1,arquitectura,femenino,11224,4
22,4,arquitectura,masculino,15026,1
28,2,ingenieria,femenino,17230,5
29,2,ingenieria,masculino,11120,3
27,5,diseño,masculino,17180,4
27,2,sistemas,masculino,12630,5
21,2,administracion,masculino,11255,4
30,3,ingenieria,femenino,178349,5
21,4,sistemas,femenino,11600,3
25,3,sistemas,masculino,17218,1
26,6,administracion,femenino,17044,3
19,1,medicina,masculino,11662,4
30,2,sistemas,femenino,178335,5
22,2,arquitectura,masculino,16041,3
24,4,ingenieria,femenino,12418,5
30,4,diseño,femenino,17211,5
30,6,medicina,femenino,178310,4
21,3,ingenieria,femenino,178368,5
22,2,derecho,masculino,17206,1
21,6,sistemas,femenino,17255,4
19,3,ingenieria,femenino,12696,4
21,5,arquitectura,masculino,178367,3
22,1,administracion,femenino,12798,4
30,4,medicina,masculino,11320,3
30,1,medicina,femenino,11382,5
25,3,medicina,masculino,14167,5
24,2,administracion,femenino,12420,1
26,5,arquitectura,femenino,16986,4
25,1,sistemas,masculino,17176,5
22,1,sistemas,masculino,12786,3
21,4,medicina,femenino,17241,4
19,1,ingenieria,masculino,11985,2
28,6,sistemas,femenino,12690,5
25,5,derecho,masculino,14087,5
20,5,medicina,femenino,11991,4
29,1,arquitectura,femenino,12910,2
23,3,administracion,femenino,12734,4
25,3,ingenieria,femenino,12055,1
28,5,medicina,femenino,14978,5
20,5,administracion,femenino,16985,4
28,5,ingenieria,masculino,14978,5
23,5,derecho,masculino,17213,5
23,1,derecho,femenino,14594,5
20,2,administracion,femenino,17214,4
21,6,sistemas,femenino,178370,3
18,5,arquitectura,femenino,14456,2
23,6,medicina,femenino,11602,5
27,1,ingenieria,masculino,12890,4
29,1,administracion,femenino,17196,3
22,5,diseño,femenino,12786,4
18,5,ingenieria,masculino,12698,2
19,3,sistemas,femenino,14167,5
28,1,arquitectura,masculino,11424,5
22,6,medicina,masculino,17267,5
19,1,administracion,femenino,11106,4
23,4,administracion,femenino,11418,5
18,3,arquitectura,masculino,16031,5
28,3,sistemas,femenino,15515,4
19,2,administracion,femenino,14688,3
24,4,sistemas,femenino,11255,5
21,3,ingenieria,femenino,17248,5
28,5,sistemas,masculino,14446,4
21,5,sistemas,masculino,12158,4
22,6,administracion,femenino,13499,4
26,4,administracion,masculino,16992,4
18,5,sistemas,masculino,13070,4
29,1,medicina,femenino,11410,5
18,2,arquitectura,masculino,178338,5
20,2,ingenieria,femenino,11476,1
29,1,administracion,masculino,12091,5
22,5,arquitectura,masculino,14860,1
20,3,ingenieria,masculino,14752,4
30,5,arquitectura,masculino,11251,3
19,6,diseño,femenino,12720,5
30,1,arquitectura,masculino,15761,5
30,4,arquitectura,masculino,11410,3
26,5,sistemas,femenino,12127,5
25,1,derecho,masculino,17241,4
19,3,administracion,femenino,12071,2
30,2,arquitectura,masculino,13206,5
19,1,diseño,femenino,12820,5
18,3,ingenieria,masculino,17187,3
18,5,sistemas,masculino,12696,3
28,1,administracion,femenino,13837,4
29,4,derecho,masculino,14065,4
25,4,sistemas,femenino,178327,1
27,4,administracion,masculino,12130,5
19,3,ingenieria,femenino,14466,3
20,6,arquitectura,masculino,178328,4
29,1,administracion,femenino,17108,4
22,3,ingenieria,masculino,11239,4
24,4,derecho,femenino,12694,1
25,3,diseño,masculino,13206,3
27,1,ingenieria,masculino,16987,4
29,2,medicina,femenino,17205,4
29,2,medicina,masculino,17185,5
30,5,sistemas,femenino,178344,3
29,1,ingenieria,femenino,17206,1
23,5,diseño,femenino,13020,5
25,5,derecho,femenino,15330,5
25,3,sistemas,masculino,12774,4
22,3,medicina,femenino,11368,2
20,4,administracion,masculino,11222,5
26,1,sistemas,masculino,178363,1
23,2,ingenieria,femenino,17228,3
20,4,derecho,masculino,11129,2
18,5,derecho,masculino,12772,4
22,3,administracion,masculino,11288,2
30,5,diseño,femenino,178310,3
30,3,derecho,femenino,13936,4
20,5,arquitectura,femenino,14602,4
26,4,diseño,femenino,13196,3
18,6,ingenieria,femenino,16158,4
28,4,medicina,masculino,11007,4
29,3,diseño,masculino,11936,4
21,6,administracion,femenino,178342,5
22,6,sistemas,masculino,11418,1
28,6,administracion,femenino,17824,5
27,3,medicina,femenino,11433,5
24,3,derecho,femenino,11239,3
26,2,medicina,femenino,15086,3
19,1,administracion,femenino,17825,5
19,2,medicina,femenino,12388,5
23,3,arquitectura,masculino,11004,1
20,2,diseño,masculino,16031,4
24,6,administracion,femenino,11658,2
29,2,sistemas,masculino,11938,3
29,5,administracion,masculino,15813,3
28,2,arquitectura,femenino,16963,5
28,5,medicina,masculino,17190,3
23,2,medicina,femenino,12071,5
21,4,administracion,femenino,12690,3
22,5,ingenieria,femenino,14456,4
24,3,administracion,masculino,15254,5
20,6,medicina,femenino,178328,3
21,3,medicina,masculino,17826,4
21,3,medicina,femenino,16991,5
21,2,administracion,masculino,12528,3
19,5,medicina,masculino,13194,3
27,6,medicina,masculino,17201,3
27,3,medicina,femenino,12910,2
18,6,sistemas,masculino,178344,5
18,3,administracion,masculino,13222,4
29,5,derecho,femenino,13938,3
19,2,arquitectura,femenino,16178,5
25,3,ingenieria,femenino,14978,2
29,5,medicina,femenino,17250,5
30,4,medicina,femenino,15515,5
26,4,derecho,masculino,17215,4
27,3,medicina,femenino,11415,4
20,1,diseño,femenino,178335,2
25,2,administracion,femenino,11000,3
21,1,sistemas,femenino,178323,3
19,4,sistemas,femenino,12388,4
29,6,sistemas,femenino,17245,2
23,3,medicina,femenino,13936,4
23,2,administracion,femenino,178338,5
25,6,administracion,femenino,17217,3
28,5,ingenieria,femenino,178307,5
28,5,administracion,masculino,11419,1
30,6,derecho,masculino,17827,4
29,4,derecho,femenino,15026,5
27,6,ingenieria,femenino,13499,3
24,2,ingenieria,femenino,14688,5
25,2,diseño,femenino,16275,4
29,3,arquitectura,femenino,17114,4
27,3,diseño,femenino,17190,4
22,5,ingenieria,femenino,17205,4
22,3,derecho,masculino,178330,5
25,1,arquitectura,masculino,11202,4
20,2,medicina,femenino,16275,4
28,2,diseño,masculino,11844,4
22,2,administracion,masculino,13499,4
24,3,administracion,masculino,11798,4
29,1,administracion,masculino,13775,2
28,3,medicina,masculino,178345,1
25,6,arquitectura,femenino,13202,4
20,3,medicina,masculino,178326,2
29,3,derecho,masculino,14095,5
27,1,arquitectura,femenino,178344,4
26,5,sistemas,femenino,12436,5
27,4,sistemas,masculino,13198,4
28,3,derecho,masculino,12726,5
18,2,administracion,masculino,17836,5
28,5,administracion,masculino,178309,5
23,3,ingenieria,femenino,12418,5
26,4,sistemas,masculino,12450,2
30,6,derecho,femenino,11566,5
18,5,derecho,masculino,14538,3
26,3,ingenieria,femenino,178349,4
20,1,administracion,masculino,17255,5
24,6,derecho,femenino,17228,2
19,3,administracion,femenino,178335,4
27,5,derecho,femenino,17186,4
26,1,ingenieria,femenino,17186,3
29,4,diseño,masculino,17824,4
21,6,administracion,femenino,17210,3
24,1,ingenieria,femenino,12696,5
27,1,arquitectura,femenino,11798,5
23,3,derecho,femenino,16951,4
20,2,administracion,femenino,14378,4
29,1,sistemas,femenino,14466,4
29,1,ingenieria,femenino,14065,1
23,5,sistemas,masculino,12820,3
22,1,derecho,femenino,14209,3
24,5,administracion,femenino,11001,4
23,2,derecho,masculino,16986,5
20,2,diseño,masculino,15515,3
24,4,sistemas,femenino,11251,4
18,2,medicina,femenino,13192,5
21,4,arquitectura,femenino,11410,2
29,1,arquitectura,masculino,17219,5
29,6,diseño,femenino,11566,3
18,5,sistemas,femenino,12746,2
29,2,medicina,femenino,12442,4
18,2,sistemas,masculino,13837,5
27,6,administracion,masculino,14888,4
30,3,medicina,masculino,15026,4
25,1,administracion,femenino,178330,5
25,3,administracion,femenino,15743,4
26,5,diseño,masculino,178338,4
27,5,derecho,femenino,17247,2
29,5,diseño,femenino,12688,5
24,5,medicina,masculino,17206,4
20,5,derecho,masculino,13162,3
22,5,sistemas,masculino,14482,2
28,4,medicina,femenino,11666,4
28,2,derecho,masculino,15403,1
22,4,arquitectura,masculino,17256,5
19,5,administracion,femenino,15086,5
21,2,ingenieria,masculino,12560,5
26,1,medicina,masculino,178338,3
27,1,ingenieria,femenino,178328,5
30,4,arquitectura,masculino,12756,5
29,5,medicina,femenino,178360,4
21,2,diseño,masculino,13621,4
19,5,derecho,masculino,17027,4
29,6,administracion,masculino,17141,4
28,3,administracion,femenino,14752,4
25,2,sistemas,masculino,11004,5
27,4,derecho,femenino,17210,3
22,4,administracion,masculino,11239,3
20,2,ingenieria,masculino,11415,4
23,1,derecho,masculino,17191,4
22,4,administracion,femenino,12694,3
29,1,derecho,femenino,11390,4
21,5,arquitectura,femenino,13020,4
19,3,derecho,femenino,178360,5
29,6,diseño,femenino,11014,5
23,1,diseño,masculino,14602,3
28,6,derecho,femenino,11391,3
26,6,arquitectura,femenino,14782,4
26,5,sistemas,masculino,14842,4
19,6,derecho,femenino,12370,3
27,6,arquitectura,femenino,13775,5
23,6,derecho,masculino,17247,1
20,6,arquitectura,masculino,17833,4
28,5,diseño,femenino,12704,5
29,2,diseño,masculino,17256,3
19,3,medicina,femenino,11420,4
18,1,administracion,femenino,16041,5
19,4,sistemas,masculino,14456,5
30,3,administracion,masculino,14466,4
23,5,diseño,masculino,17241,5
30,1,ingenieria,femenino,13751,3
20,2,diseño,femenino,14610,3
30,2,sistemas,femenino,12720,5
26,3,administracion,femenino,12158,5
21,1,ingenieria,masculino,15813,5
26,1,sistemas,femenino,13070,4
28,4,arquitectura,masculino,12910,4
20,3,diseño,femenino,16987,4
29,3,sistemas,femenino,15092,4
24,5,administracion,femenino,17205,4
19,3,diseño,femenino,13222,3
23,4,arquitectura,femenino,17253,5
27,4,derecho,masculino,17201,3
20,2,arquitectura,masculino,17204,5
19,2,administracion,masculino,14688,5
28,6,arquitectura,femenino,12746,5
18,6,sistemas,femenino,178323,5
21,6,arquitectura,femenino,178315,5
28,5,sistemas,masculino,11410,3
29,1,diseño,femenino,11407,3
23,2,administracion,femenino,17114,5
28,3,sistemas,masculino,12308,5
22,6,diseño,masculino,11872,1
23,4,administracion,femenino,178347,5
24,3,diseño,masculino,15853,2
22,3,derecho,femenino,17248,2
24,5,arquitectura,masculino,11991,4
30,5,arquitectura,femenino,178342,1
24,1,medicina,masculino,12474,4
19,6,administracion,femenino,12728,5
24,2,derecho,masculino,17253,5
27,4,administracion,femenino,178344,2
24,5,medicina,masculino,13936,2
26,5,diseño,femenino,12720,5
19,2,sistemas,femenino,12362,3
29,3,administracion,femenino,17185,5
30,6,arquitectura,masculino,12782,5
22,5,ingenieria,femenino,17825,4
30,2,medicina,femenino,12704,3
20,3,arquitectura,femenino,12436,5
29,6,arquitectura,femenino,17824,5
25,6,diseño,femenino,14602,5
20,6,administracion,femenino,17181,3
21,6,derecho,femenino,17191,1
24,5,derecho,femenino,12720,5
29,2,ingenieria,masculino,12127,1
19,3,derecho,masculino,11600,4
28,5,medicina,masculino,11959,4
18,4,ingenieria,masculino,11120,4
21,3,administracion,masculino,12674,3
18,4,medicina,masculino,12256,3
21,1,diseño,femenino,13204,3
30,5,diseño,femenino,11242,4
30,3,administracion,femenino,12071,4
30,5,administracion,femenino,12694,4
18,6,administracion,femenino,17195,5
29,5,derecho,masculino,14466,4
19,6,medicina,femenino,13938,1
24,1,ingenieria,femenino,17218,4
28,2,medicina,femenino,13395,1
28,3,administracion,femenino,11242,3
22,2,ingenieria,femenino,12856,5
25,5,derecho,femenino,178309,4
30,3,medicina,femenino,12107,5
23,6,arquitectura,femenino,13206,4
21,4,administracion,femenino,11060,1
18,2,arquitectura,femenino,15853,5
22,5,arquitectura,femenino,16275,4
23,6,administracion,masculino,11224,4
24,1,arquitectura,masculino,17108,3
19,5,arquitectura,masculino,12944,4
24,3,arquitectura,femenino,12714,4
23,5,sistemas,masculino,11424,2
27,2,diseño,masculino,11415,4
20,1,derecho,femenino,178350,1
30,1,ingenieria,masculino,13200,1
25,4,administracion,femenino,12196,2
